director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio,movie_facebook_likes,profit,total
Jonathan Demme,185.0,138.0,438.0,Scott Glenn,12000.0,130727000,Crime,Anthony Hopkins,The Silence of the Lambs,887467,13184,http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1,916.0,English,USA,R,19000000,1991,8.6,1.85,40000,111727000,130727000
Penelope Spheeris,61.0,94.0,122.0,Lara Flynn Boyle,1000.0,121697350,Comedy,Tia Carrere,Wayne's World,114610,4263,http://www.imdb.com/title/tt0105793/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,20000000,1992,7.0,1.85,0,101697350,121697350
Jeff Tremaine,156.0,101.0,79.0,Steve-O,608.0,117224271,Action,Bam Margera,Jackass 3D,47794,1787,http://www.imdb.com/title/tt1116184/?ref_=fn_tt_tt_1,81.0,English,USA,R,20000000,2010,7.1,1.78,0,97224271,117224271
Jeannot Szwarc,75.0,131.0,82.0,Murray Hamilton,813.0,102922376,Adventure,Roy Scheider,Jaws 2,51314,1520,http://www.imdb.com/title/tt0077766/?ref_=fn_tt_tt_1,265.0,English,USA,PG,20000000,1978,5.7,2.35,0,82922376,102922376
Raja Gosnell,100.0,91.0,67.0,Nick Zano,2000.0,94497271,Adventure,Jamie Lee Curtis,Beverly Hills Chihuahua,17829,4729,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,99.0,English,USA,PG,20000000,2008,3.7,2.35,0,74497271,94497271
James Wan,511.0,112.0,0.0,Lili Taylor,6000.0,137387272,Horror,Mackenzie Foy,The Conjuring,300110,9049,http://www.imdb.com/title/tt1457767/?ref_=fn_tt_tt_1,807.0,English,USA,R,20000000,2013,7.5,2.35,131000,117387272,137387272
Brian Levant,75.0,95.0,32.0,Tracy Morgan,826.0,82301521,Adventure,Nia Long,Are We There Yet?,22679,3558,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,149.0,English,USA,PG,32000000,2005,4.6,1.85,773,50301521,82301521
Ben Falcone,148.0,100.0,265.0,Mark Duplass,989.0,84518155,Comedy,Gary Cole,Tammy,35965,2654,http://www.imdb.com/title/tt2103254/?ref_=fn_tt_tt_1,144.0,English,USA,R,20000000,2014,4.9,1.85,11000,64518155,84518155
Richard Linklater,204.0,108.0,0.0,Sarah Silverman,2000.0,81257845,Comedy,Miranda Cosgrove,School of Rock,210680,4403,http://www.imdb.com/title/tt0332379/?ref_=fn_tt_tt_1,479.0,English,USA,PG-13,35000000,2003,7.1,1.85,0,46257845,81257845
Paul W.S. Anderson,72.0,101.0,545.0,Cary-Hiroyuki Tagawa,1000.0,70360285,Action,Christopher Lambert,Mortal Kombat,81783,3816,http://www.imdb.com/title/tt0113855/?ref_=fn_tt_tt_1,283.0,English,USA,PG-13,18000000,1995,5.8,1.85,0,52360285,70360285
Keenen Ivory Wayans,62.0,109.0,322.0,Jaime King,1000.0,69148997,Comedy,Busy Philipps,White Chicks,98794,6313,http://www.imdb.com/title/tt0381707/?ref_=fn_tt_tt_1,251.0,English,USA,PG-13,37000000,2004,5.4,1.85,0,32148997,69148997
Alexander Payne,549.0,115.0,729.0,Nick Krause,8000.0,82624961,Comedy,Shailene Woodley,The Descendants,205284,9578,http://www.imdb.com/title/tt1033575/?ref_=fn_tt_tt_1,439.0,English,USA,R,20000000,2011,7.3,2.35,22000,62624961,82624961
Andrew Davis,106.0,117.0,99.0,Zane Holtz,596.0,67325559,Adventure,Tim Blake Nelson,Holes,58222,1293,http://www.imdb.com/title/tt0311289/?ref_=fn_tt_tt_1,331.0,English,USA,PG,20000000,2003,7.1,1.85,0,47325559,67325559
Julie Anne Robinson,123.0,107.0,30.0,Bobby Coleman,742.0,62933793,Drama,Kelly Preston,The Last Song,62421,2341,http://www.imdb.com/title/tt1294226/?ref_=fn_tt_tt_1,185.0,English,USA,PG,20000000,2010,5.8,2.35,10000,42933793,62933793
Steve McQueen,597.0,134.0,0.0,Scoot McNairy,2000.0,56667870,Biography,Quvenzhané Wallis,12 Years a Slave,439176,4251,http://www.imdb.com/title/tt2024544/?ref_=fn_tt_tt_1,695.0,English,USA,R,20000000,2013,8.1,2.35,83000,36667870,56667870
Charles Stone III,64.0,118.0,30.0,Nick Cannon,962.0,56398162,Comedy,Leonard Roberts,Drumline,28649,2390,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000,2002,5.7,2.35,2000,36398162,56398162
Tyler Perry,40.0,121.0,0.0,Cicely Tyson,2000.0,60072596,Comedy,Michael Jai White,Why Did I Get Married Too?,7664,6657,http://www.imdb.com/title/tt1391137/?ref_=fn_tt_tt_1,68.0,English,USA,PG-13,20000000,2010,4.4,1.85,0,40072596,60072596
Tim Burton,111.0,105.0,13000.0,Dianne Wiest,40000.0,56362352,Fantasy,Johnny Depp,Edward Scissorhands,357581,42330,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,588.0,English,USA,PG-13,20000000,1990,7.9,1.85,16000,36362352,56362352
Thea Sharrock,151.0,110.0,17.0,Emilia Clarke,11000.0,56154094,Drama,Sam Claflin,Me Before You,44723,21852,http://www.imdb.com/title/tt2674426/?ref_=fn_tt_tt_1,130.0,English,UK,PG-13,20000000,2016,7.6,2.35,51000,36154094,56154094
Tyler Perry,31.0,114.0,0.0,Tom Arnold,982.0,65623128,Comedy,John Amos,Madea's Witness Protection,7354,2753,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,50.0,English,USA,PG-13,20000000,2012,4.8,1.85,0,45623128,65623128
William Friedkin,138.0,104.0,607.0,Fernando Rey,813.0,47644514,Action,Roy Scheider,The French Connection,82476,1196,http://www.imdb.com/title/tt0067116/?ref_=fn_tt_tt_1,280.0,English,USA,R,1800000,1971,7.8,1.85,0,45844514,47644514
Aaron Seltzer,99.0,85.0,64.0,Carmen Electra,3000.0,48546578,Comedy,Alyson Hannigan,Date Movie,50415,6539,http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1,613.0,English,USA,PG-13,20000000,2006,2.7,1.85,806,28546578,48546578
Robin Budd,80.0,72.0,2.0,Rob Paulsen,1000.0,48423368,Adventure,Roger Rees,Return to Never Land,13324,3402,http://www.imdb.com/title/tt0280030/?ref_=fn_tt_tt_1,79.0,English,USA,G,20000000,2002,5.8,1.66,302,28423368,48423368
Ava DuVernay,364.0,128.0,151.0,Tom Wilkinson,1000.0,52066000,Biography,David Oyelowo,Selma,61114,3869,http://www.imdb.com/title/tt1020072/?ref_=fn_tt_tt_1,212.0,English,UK,PG-13,20000000,2014,7.5,2.35,22000,32066000,52066000
Steve Trenbirth,85.0,72.0,0.0,Phil Collins,3000.0,47887943,Adventure,Haley Joel Osment,The Jungle Book 2,11634,4480,http://www.imdb.com/title/tt0283426/?ref_=fn_tt_tt_1,58.0,English,USA,G,20000000,2003,5.4,1.85,227,27887943,47887943
Stephen Kay,140.0,89.0,19.0,Skye McCole Bartusiak,526.0,46363118,Drama,Barry Watson,Boogeyman,25960,1383,http://www.imdb.com/title/tt0357507/?ref_=fn_tt_tt_1,389.0,English,USA,PG-13,20000000,2005,4.1,1.85,1000,26363118,46363118
Mennan Yapo,184.0,96.0,9.0,Amber Valletta,826.0,47852604,Drama,Nia Long,Premonition,62364,1825,http://www.imdb.com/title/tt0477071/?ref_=fn_tt_tt_1,337.0,English,USA,PG-13,20000000,2007,5.9,2.35,0,27852604,47852604
Jun Falkenstein,89.0,77.0,25.0,John Fiedler,304.0,45542421,Animation,Kath Soucie,The Tigger Movie,13319,575,http://www.imdb.com/title/tt0220099/?ref_=fn_tt_tt_1,53.0,English,USA,G,30000000,2000,6.3,1.78,347,15542421,45542421
Jaume Collet-Serra,265.0,123.0,174.0,CCH Pounder,87000.0,41573740,Horror,Jimmy Bennett,Orphan,141663,88953,http://www.imdb.com/title/tt1148204/?ref_=fn_tt_tt_1,383.0,English,USA,R,47644514,2009,7.0,1.85,20000,-6070774,41573740
Boaz Yakin,61.0,111.0,132.0,Joseph Julian Soria,1000.0,42652003,Adventure,Jay Hernandez,Max,18915,2851,http://www.imdb.com/title/tt3369806/?ref_=fn_tt_tt_1,87.0,English,USA,PG,20000000,2015,6.8,2.35,33000,22652003,42652003
Jason Friedberg,112.0,93.0,82.0,Carmen Electra,926.0,39737645,Adventure,David Carradine,Epic Movie,89687,4293,http://www.imdb.com/title/tt0799949/?ref_=fn_tt_tt_1,666.0,English,USA,PG-13,20000000,2007,2.3,1.85,0,19737645,39737645
Tom McCarthy,474.0,128.0,310.0,Jamey Sheridan,745.0,44988180,Biography,Billy Crudup,Spotlight,195333,1058,http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409.0,English,USA,R,20000000,2015,8.1,1.85,80000,24988180,44988180
Neil LaBute,165.0,110.0,119.0,Justin Chambers,1000.0,39263506,Crime,Jay Hernandez,Lakeview Terrace,40469,2382,http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,22000000,2008,6.1,2.35,0,17263506,39263506
Takashi Shimizu,131.0,137.0,70.0,Sarah Roemer,4000.0,39143839,Horror,Sarah Michelle Gellar,The Grudge 2,38658,5746,http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284.0,English,USA,PG-13,20000000,2006,5.0,1.85,930,19143839,39143839
Kevin Rodney Sullivan,29.0,124.0,8.0,James Pickens Jr.,508.0,37672350,Comedy,Richard Lawson,How Stella Got Her Groove Back,5427,1660,http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51.0,English,USA,R,20000000,1998,5.5,1.85,0,17672350,37672350
Peter Hewitt,43.0,93.0,12.0,George Carlin,18000.0,38037513,Adventure,Keanu Reeves,Bill & Ted's Bogus Journey,49680,20188,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117.0,English,USA,PG,20000000,1991,6.2,1.85,0,18037513,38037513
Barry Levinson,111.0,115.0,272.0,Tina Fey,49000.0,37442180,Comedy,Robin Williams,Man of the Year,28005,52571,http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,20000000,2006,6.2,2.35,0,17442180,37442180
Gary Nelson,90.0,98.0,20.0,Maximilian Schell,889.0,47644514,Action,Robert Forster,The Black Hole,18481,2110,http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230.0,English,USA,PG,20000000,1979,5.9,2.35,4000,27644514,47644514
Anton Corbijn,333.0,105.0,210.0,Thekla Reuten,978.0,35596227,Crime,Violante Placido,The American,79461,1454,http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463.0,English,USA,R,20000000,2010,6.3,2.35,10000,15596227,35596227
Gregory Nava,37.0,127.0,16.0,Constance Marie,565.0,35422828,Biography,Jon Seda,Selena,19126,1735,http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155.0,English,USA,PG,20000000,1997,6.7,2.35,0,15422828,35422828
Jason Friedberg,122.0,82.0,82.0,Dave Foley,759.0,36658108,Comedy,Diedrich Bader,Vampires Suck,39095,2898,http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187.0,English,USA,PG-13,20000000,2010,3.5,1.85,16000,16658108,36658108
Alejandro G. Iñárritu,285.0,143.0,0.0,Harriet Walter,11000.0,34300771,Drama,Brad Pitt,Babel,243799,11248,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908.0,English,France,R,25000000,2006,7.5,1.85,0,9300771,34300771
Shawn Levy,156.0,103.0,189.0,Abigail Spencer,2000.0,34290142,Comedy,Tina Fey,This Is Where I Leave You,54242,4662,http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145.0,English,USA,R,19800000,2014,6.6,2.35,14000,14490142,34290142
John Patrick Shanley,293.0,104.0,53.0,Meryl Streep,22000.0,33422556,Drama,Philip Seymour Hoffman,Doubt,99236,33903,http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321.0,English,USA,PG-13,20000000,2008,7.5,1.85,0,13422556,33422556
Trey Parker,233.0,98.0,406.0,Maurice LaMarche,860.0,32774834,Action,Jeremy Shada,Team America: World Police,136048,2609,http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700.0,English,USA,R,30000000,2004,7.2,2.35,0,2774834,32774834
John Luessenhop,282.0,92.0,34.0,Keram Malicki-Sánchez,383.0,34334256,Horror,Gunnar Hansen,Texas Chainsaw 3D,35131,1945,http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255.0,English,USA,R,11000000,2013,4.8,2.35,16000,23334256,34334256
Jon Amiel,57.0,123.0,36.0,Holly Hunter,10000.0,32051917,Crime,William McNamara,Copycat,42315,12338,http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000,1995,6.6,2.35,0,12051917,32051917
Malcolm D. Lee,153.0,88.0,92.0,Snoop Dogg,31000.0,32014289,Comedy,Marisa Saks,Scary Movie 5,50337,34319,http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177.0,English,USA,PG-13,20000000,2013,3.5,1.85,13000,12014289,32014289
Joshua Logan,20.0,158.0,32.0,Lee Marvin,16000.0,47644514,Comedy,Clint Eastwood,Paint Your Wagon,9352,17775,http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,20000000,1969,6.7,2.35,0,27644514,47644514
Gus Van Sant,324.0,128.0,835.0,Denis O'Hare,11000.0,31838002,Biography,James Franco,Milk,136673,13189,http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281.0,English,USA,R,20000000,2008,7.6,1.85,10000,11838002,31838002
Kevin Reynolds,122.0,107.0,58.0,Jan Cornet,141.0,36874745,Action,Peter Firth,Risen,12276,389,http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000,2016,6.3,2.35,21000,16874745,36874745
Steve Beck,156.0,91.0,17.0,Ron Eldard,534.0,30079316,Horror,Isaiah Washington,Ghost Ship,75920,1083,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474.0,English,USA,R,35000000,2002,5.5,1.85,0,-4920684,30079316
Todd Strauss-Schulson,161.0,90.0,12.0,Thomas Lennon,786.0,35033759,Adventure,Patton Oswalt,A Very Harold & Kumar 3D Christmas,55008,2462,http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93.0,English,USA,R,19000000,2011,6.3,2.35,21000,16033759,35033759
John McNaughton,69.0,115.0,39.0,Robert Wagner,13000.0,29753944,Crime,Bill Murray,Wild Things,90677,14275,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389.0,English,USA,R,20000000,1998,6.5,2.35,0,9753944,29753944
Nelson McCormick,121.0,101.0,29.0,Paige Turco,812.0,29062561,Crime,Sela Ward,The Stepfather,23424,3292,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,47644514,2009,5.6,2.35,0,-18581953,29062561
John Madden,258.0,113.0,108.0,Jesper Christensen,1000.0,31146570,Drama,Tom Wilkinson,The Debt,55441,1136,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165.0,English,USA,R,20000000,2010,6.9,2.35,0,11146570,31146570
Stephen Frears,174.0,113.0,350.0,Lili Taylor,1000.0,27277055,Comedy,Drake Bell,High Fidelity,143137,3141,http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602.0,English,UK,R,20000000,2000,7.6,1.85,10000,7277055,27277055
Eric Valette,141.0,87.0,2.0,Jason Beghe,741.0,26876529,Horror,Johnny Lewis,One Missed Call,26624,1834,http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,189.0,English,Japan,PG-13,27000000,2008,3.9,1.85,0,-123471,26876529
John Schlesinger,31.0,101.0,154.0,Beverly D'Angelo,1000.0,53146000,Crime,Joe Mantegna,Eye for an Eye,9845,3174,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77.0,English,USA,R,20000000,1996,6.1,1.85,613,33146000,53146000
Roger Donaldson,222.0,111.0,79.0,Saffron Burrows,26000.0,30028592,Crime,Jason Statham,The Bank Job,152247,27755,http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189.0,English,UK,R,20000000,2008,7.3,2.35,0,10028592,30028592
Michel Gondry,273.0,108.0,1000.0,Kirsten Dunst,14000.0,34126138,Drama,Kate Winslet,Eternal Sunshine of the Spotless Mind,666937,19364,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514.0,English,USA,R,20000000,2004,8.3,1.85,52000,14126138,34126138
Andy Fickman,91.0,105.0,99.0,James Wolk,2000.0,25677801,Comedy,Jamie Lee Curtis,You Again,41273,4813,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136.0,English,USA,PG,20000000,2010,5.8,2.35,0,5677801,25677801
David Ayer,190.0,109.0,453.0,Chris Evans,18000.0,26415649,Action,Keanu Reeves,Street Kings,94892,33878,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189.0,English,USA,R,20000000,2008,6.8,2.35,0,6415649,26415649
Edgar Wright,427.0,109.0,1000.0,Thomas Law,177.0,26003149,Action,Michael Smiley,The World's End,185587,278,http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401.0,English,UK,R,20000000,2013,7.0,2.35,49000,6003149,26003149
Andrew Fleming,93.0,99.0,26.0,Laura Harring,720.0,25584685,Comedy,Kay Panabaker,Nancy Drew,15877,3327,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102.0,English,USA,PG,20000000,2007,5.9,2.35,590,5584685,25584685
Michael Spierig,292.0,98.0,35.0,Damien Garvey,125.0,29975979,Action,Jay Laga'aia,Daybreakers,105797,189,http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281.0,English,Australia,R,20000000,2009,6.5,2.35,0,9975979,29975979
Jim Field Smith,180.0,104.0,14.0,Kim Shaw,2000.0,31584722,Comedy,Mike Vogel,She's Out of My League,101730,5707,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000,2010,6.4,2.35,0,11584722,31584722
Thomas Bezucha,94.0,109.0,15.0,Luke Bracey,3000.0,23179303,Adventure,Leighton Meester,Monte Carlo,32951,4257,http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44.0,English,Hungary,PG,20000000,2011,5.8,1.85,6000,3179303,23179303
William Brent Bell,112.0,75.0,19.0,Frankie Muniz,1000.0,23078294,Horror,Adam Goldberg,Stay Alive,25870,3590,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000,2006,5.1,2.35,0,14078294,23078294
Simon Wincer,20.0,119.0,23.0,Tom Selleck,25000.0,21413105,Action,Alan Rickman,Quigley Down Under,15230,45841,http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97.0,English,Australia,PG-13,20000000,1990,6.8,2.35,0,1413105,21413105
Anthony Bell,84.0,90.0,0.0,Larry Miller,681.0,25077977,Adventure,Kevin Sussman,Alpha and Omega,10986,2486,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84.0,English,USA,PG,20000000,2010,5.3,1.85,0,5077977,25077977
Renny Harlin,120.0,97.0,212.0,Kyle Schmid,960.0,23292105,Action,Laura Ramsey,The Covenant,39541,3261,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334.0,English,USA,PG-13,20000000,2006,5.3,2.35,3000,3292105,23292105
Jessica Bendinger,90.0,103.0,31.0,Vanessa Lengies,12000.0,26870825,Comedy,Jeff Bridges,Stick It,22604,14903,http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124.0,English,Germany,PG-13,47644514,2006,6.4,1.85,0,-20773689,26870825
Robert Rodriguez,103.0,89.0,0.0,Leo Howard,87000.0,20916309,Comedy,Jimmy Bennett,Shorts,5332,88422,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37.0,English,USA,PG,40000000,2009,4.9,1.85,431,-19083691,20916309
Gus Van Sant,59.0,106.0,835.0,Wayne Knight,1000.0,21200000,Comedy,Kurtwood Smith,To Die For,34774,3598,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162.0,English,USA,R,20000000,1995,6.8,1.85,1000,1200000,21200000
Ed Harris,190.0,115.0,0.0,James Gammon,10000.0,20207003,Crime,Viggo Mortensen,Appaloosa,50198,10507,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202.0,English,USA,R,47644514,2008,6.8,2.35,0,-27437511,20207003
John Carpenter,114.0,104.0,0.0,Cary-Hiroyuki Tagawa,2000.0,20241395,Action,Sheryl Lee,Vampires,42664,5123,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403.0,English,USA,R,20000000,1998,6.1,2.35,0,241395,20241395
Alfred Hitchcock,290.0,108.0,13000.0,Vera Miles,606.0,32000000,Horror,Janet Leigh,Psycho,422432,1885,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040.0,English,USA,R,806947,1960,8.5,1.85,18000,31193053,32000000
Howard Deutch,80.0,112.0,41.0,Taran Killam,1000.0,19151864,Comedy,Dane Cook,My Best Friend's Girl,36983,3301,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100.0,English,USA,R,40000000,2008,5.9,1.85,0,-20848136,19151864
Shana Feste,98.0,104.0,19.0,Bruce Greenwood,15000.0,23393765,Drama,Alex Pettyfer,Endless Love,31323,18760,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000,2014,6.3,2.35,0,3393765,23393765
Garry Marshall,88.0,113.0,0.0,Zachary Gordon,995.0,18882880,Comedy,Hector Elizondo,Georgia Rule,20539,4039,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125.0,English,USA,R,20000000,2007,5.9,2.35,681,-1117120,18882880
Steve Rash,13.0,98.0,15.0,Adam Arkin,691.0,8500000,Comedy,Mako,Under the Rainbow,2061,1761,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34.0,English,USA,PG,20000000,1981,5.4,1.78,501,-11500000,8500000
Richard Donner,52.0,121.0,503.0,John Wood,2000.0,47644514,Adventure,Matthew Broderick,Ladyhawke,33597,2251,http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000,1985,7.0,2.35,0,27644514,47644514
Mark Steven Johnson,60.0,114.0,160.0,Jan Hooks,1000.0,18252684,Comedy,Oliver Platt,Simon Birch,18366,1816,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219.0,English,USA,PG,30000000,1998,6.9,1.85,0,-11747316,18252684
Mike Binder,154.0,124.0,57.0,Don Cheadle,11000.0,19661987,Drama,Adam Sandler,Reign Over Me,83786,17050,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231.0,English,USA,R,20000000,2007,7.5,2.35,0,-338013,19661987
Sean Penn,274.0,148.0,0.0,William Hurt,17000.0,18352454,Adventure,Kristen Stewart,Into the Wild,426359,18752,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760.0,English,USA,R,15000000,2007,8.2,2.35,76000,3352454,18352454
Todd Phillips,110.0,108.0,480.0,Sarah Silverman,970.0,17803796,Comedy,Jon Heder,School for Scoundrels,26100,4374,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,20000000,2006,5.9,2.35,484,-2196204,17803796
Michael J. Bassett,173.0,95.0,83.0,Deborah Kara Unger,991.0,17529157,Adventure,Radha Mitchell,Silent Hill: Revelation 3D,49888,2173,http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,220.0,English,France,R,20000000,2012,5.0,2.35,25000,-2470843,17529157
Robert Rodriguez,165.0,108.0,0.0,Salma Hayek,16000.0,25753840,Crime,Quentin Tarantino,From Dusk Till Dawn,219091,23296,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592.0,English,USA,R,19000000,1996,7.3,1.85,12000,6753840,25753840
Frank Nissen,45.0,68.0,0.0,Brenda Blethyn,304.0,18081626,Animation,Kath Soucie,Pooh's Heffalump Movie,4180,861,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32.0,English,USA,G,20000000,2005,6.4,1.85,264,-1918374,18081626
Jodie Foster,45.0,103.0,0.0,Holly Hunter,21000.0,17518220,Comedy,Robert Downey Jr.,Home for the Holidays,9105,25263,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000,1995,6.6,1.85,0,-2481780,17518220
Stephen Chow,377.0,99.0,0.0,Chi Ling Chiu,264.0,17104669,Action,Shengyi Huang,Kung Fu Hustle,99353,537,http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354.0,Cantonese,Hong Kong,R,20000000,2004,7.8,2.35,0,-2895331,17104669
Peter Hastings,43.0,88.0,0.0,Alex Rocco,3000.0,16988996,Comedy,Haley Joel Osment,The Country Bears,3875,8189,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75.0,English,USA,G,35000000,2002,4.0,1.85,422,-18011004,16988996
Marc Forster,201.0,128.0,395.0,Shaun Toub,283.0,15797907,Drama,Mustafa Haidari,The Kite Runner,68119,904,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230.0,Dari,USA,PG-13,20000000,2007,7.6,2.35,0,-4202093,15797907
Alejandro G. Iñárritu,192.0,124.0,0.0,Eddie Marsan,6000.0,16248701,Drama,Naomi Watts,21 Grams,189683,7567,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559.0,English,USA,R,20000000,2003,7.7,1.85,0,-3751299,16248701
Paul Abascal,77.0,84.0,2.0,Tom Hollander,787.0,15712072,Action,Cole Hauser,Paparazzi,13210,2915,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,20000000,2004,5.8,2.35,269,-4287928,15712072
Chris Koch,81.0,101.0,13.0,Lochlyn Munro,651.0,15408822,Comedy,Thomas Lennon,A Guy Thing,14147,2698,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,20000000,2003,5.6,1.85,401,-4591178,15408822
Amy Heckerling,81.0,98.0,143.0,Robert Miano,302.0,15464026,Comedy,Andy Dick,Loser,23076,1189,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158.0,English,USA,PG-13,20000000,2000,5.3,1.85,1000,-4535974,15464026
Michael Moore,222.0,105.0,909.0,Michael Moore,1000.0,14359793,Crime,Ronald Reagan,Capitalism: A Love Story,35137,2327,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188.0,English,USA,R,47644514,2009,7.4,1.85,10000,-33284721,14359793
George Stevens,27.0,225.0,126.0,Carroll Baker,940.0,8000000,Biography,Martin Landau,The Greatest Story Ever Told,6484,1934,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100.0,English,USA,G,20000000,1965,6.6,2.76,1000,-12000000,8000000
Billy Ray,155.0,111.0,53.0,Michael Kelly,8000.0,47644514,Crime,Julia Roberts,Secret in Their Eyes,20186,9941,http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,19500000,2015,6.2,2.35,0,28144514,47644514
